record,lma_code,lma_fips,lma_title
2465,CN2812300000000,123,"Scott County, MS"
2466,CN2812500000000,125,"Sharkey County, MS"
2467,CN2812900000000,129,"Smith County, MS"
2468,MC2844260000000,44260,"Starkville, MS Micropolitan Statistical Area"
2469,CN2813100000000,131,"Stone County, MS"
2470,CN2813500000000,135,"Tallahatchie County, MS"
2471,CN2813900000000,139,"Tippah County, MS"
2472,CN2814100000000,141,"Tishomingo County, MS"
2473,MC2846180000000,46180,"Tupelo, MS Micropolitan Statistical Area"
2474,MC2846180000000,46180,"Tupelo, MS Micropolitan Statistical Area"
2475,MC2846180000000,46180,"Tupelo, MS Micropolitan Statistical Area"
2476,CN2814500000000,145,"Union County, MS"
2477,MC2846980000000,46980,"Vicksburg, MS Micropolitan Statistical Area"
2478,MC2846980000000,46980,"Vicksburg, MS Micropolitan Statistical Area"
2479,CN2814700000000,147,"Walthall County, MS"
2480,CN2815300000000,153,"Wayne County, MS"
2481,CN2815500000000,155,"Webster County, MS"
2482,MC2848500000000,48500,"West Point, MS Micropolitan Statistical Area"
2483,CN2815700000000,157,"Wilkinson County, MS"
2484,CN2815900000000,159,"Winston County, MS"
2485,CN2816100000000,161,"Yalobusha County, MS"
2486,CN2900500000000,005,"Atchison County, MO"
2487,CN2900900000000,009,"Barry County, MO"
2488,CN2901100000000,011,"Barton County, MO"
2489,CN2901500000000,015,"Benton County, MO"
2490,MC2914700000000,14700,"Branson, MO Micropolitan Statistical Area"
2491,MC2914700000000,14700,"Branson, MO Micropolitan Statistical Area"
2492,CN2902900000000,029,"Camden County, MO"
2493,MT2916020000000,16020,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
2494,MT2916020000000,16020,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
2495,CN2903300000000,033,"Carroll County, MO"
2496,CN2903500000000,035,"Carter County, MO"
2497,CN2903900000000,039,"Cedar County, MO"
2498,CN2904100000000,041,"Chariton County, MO"
2499,MT2917860000000,17860,"Columbia, MO Metropolitan Statistical Area"
2500,CN2905300000000,053,"Cooper County, MO"
2501,CN2905500000000,055,"Crawford County, MO"
2502,CN2905700000000,057,"Dade County, MO"
2503,CN2906100000000,061,"Daviess County, MO"
2504,CN2906500000000,065,"Dent County, MO"
2505,CN2906700000000,067,"Douglas County, MO"
2506,MC2922100000000,22100,"Farmington, MO Micropolitan Statistical Area"
2507,MT0522220000000,22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area"
2508,MC2922780000000,22780,"Fort Leonard Wood, MO Micropolitan Statistical Area"
2509,MC1922800000000,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
2510,CN2907300000000,073,"Gasconade County, MO"
2511,CN2907500000000,075,"Gentry County, MO"
2512,CN2907900000000,079,"Grundy County, MO"
2513,MC2925300000000,25300,"Hannibal, MO Micropolitan Statistical Area"
2514,MC2925300000000,25300,"Hannibal, MO Micropolitan Statistical Area"
2515,CN2908100000000,081,"Harrison County, MO"
2516,CN2908300000000,083,"Henry County, MO"
2517,CN2908500000000,085,"Hickory County, MO"
2518,CN2908700000000,087,"Holt County, MO"
2519,CN2908900000000,089,"Howard County, MO"
2520,CN2909300000000,093,"Iron County, MO"
2521,MT2927620000000,27620,"Jefferson City, MO Metropolitan Statistical Area"
2522,MT2927620000000,27620,"Jefferson City, MO Metropolitan Statistical Area"
2523,MT2927620000000,27620,"Jefferson City, MO Metropolitan Statistical Area"
2524,MT2927620000000,27620,"Jefferson City, MO Metropolitan Statistical Area"
2525,MT2927900000000,27900,"Joplin, MO Metropolitan Statistical Area"
2526,MT2927900000000,27900,"Joplin, MO Metropolitan Statistical Area"
2527,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2528,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2529,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2530,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2531,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2532,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2533,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2534,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2535,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
2536,MC2928380000000,28380,"Kennett, MO Micropolitan Statistical Area"
2537,MC2928860000000,28860,"Kirksville, MO Micropolitan Statistical Area"
2538,MC2928860000000,28860,"Kirksville, MO Micropolitan Statistical Area"
2539,CN2910300000000,103,"Knox County, MO"
2540,CN2910900000000,109,"Lawrence County, MO"
2541,MC2930060000000,30060,"Lebanon, MO Micropolitan Statistical Area"
2542,CN2911500000000,115,"Linn County, MO"
2543,CN2911700000000,117,"Livingston County, MO"
2544,CN2912100000000,121,"Macon County, MO"
2545,CN2912300000000,123,"Madison County, MO"
2546,CN2912500000000,125,"Maries County, MO"
2547,MC2932180000000,32180,"Marshall, MO Micropolitan Statistical Area"
2548,MC2932340000000,32340,"Maryville, MO Micropolitan Statistical Area"
2549,CN2912900000000,129,"Mercer County, MO"
2550,MC2933020000000,33020,"Mexico, MO Micropolitan Statistical Area"
2551,CN2913100000000,131,"Miller County, MO"
2552,CN2913300000000,133,"Mississippi County, MO"
2553,MC2933620000000,33620,"Moberly, MO Micropolitan Statistical Area"
2554,CN2913700000000,137,"Monroe County, MO"
2555,CN2913900000000,139,"Montgomery County, MO"
2556,CN2914100000000,141,"Morgan County, MO"
2557,CN2914300000000,143,"New Madrid County, MO"
2558,CN2914900000000,149,"Oregon County, MO"
2559,CN2915300000000,153,"Ozark County, MO"
2560,CN2915500000000,155,"Pemiscot County, MO"
2561,CN2915700000000,157,"Perry County, MO"
2562,CN2916300000000,163,"Pike County, MO"
2563,MC2938740000000,38740,"Poplar Bluff, MO Micropolitan Statistical Area"
2564,CN2917100000000,171,"Putnam County, MO"
2565,MC1739500000000,39500,"Quincy, IL-MO Micropolitan Statistical Area"
2566,CN2917900000000,179,"Reynolds County, MO"
2567,CN2918100000000,181,"Ripley County, MO"
2568,MC2940620000000,40620,"Rolla, MO Micropolitan Statistical Area"
2569,CN2918500000000,185,"St. Clair County, MO"
2570,MT2941140000000,41140,"St. Joseph, MO-KS Metropolitan Statistical Area"
2571,MT2941140000000,41140,"St. Joseph, MO-KS Metropolitan Statistical Area"
2572,MT2941140000000,41140,"St. Joseph, MO-KS Metropolitan Statistical Area"
2573,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2574,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2575,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2576,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2577,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2578,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2579,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
2580,CN2919900000000,199,"Scotland County, MO"
2581,MC2942740000000,42740,"Sedalia, MO Micropolitan Statistical Area"
2582,CN2920300000000,203,"Shannon County, MO"
2583,CN2920500000000,205,"Shelby County, MO"
2584,MC2943460000000,43460,"Sikeston, MO Micropolitan Statistical Area"
2585,MT2944180000000,44180,"Springfield, MO Metropolitan Statistical Area"
2586,MT2944180000000,44180,"Springfield, MO Metropolitan Statistical Area"
2587,MT2944180000000,44180,"Springfield, MO Metropolitan Statistical Area"
2588,MT2944180000000,44180,"Springfield, MO Metropolitan Statistical Area"
2589,MT2944180000000,44180,"Springfield, MO Metropolitan Statistical Area"
2590,CN2918600000000,186,"Ste. Genevieve County, MO"
2591,CN2920700000000,207,"Stoddard County, MO"
2592,CN2921100000000,211,"Sullivan County, MO"
2593,CN2921500000000,215,"Texas County, MO"
2594,CN2921700000000,217,"Vernon County, MO"
2595,MC2947660000000,47660,"Warrensburg, MO Micropolitan Statistical Area"
2596,CN2922100000000,221,"Washington County, MO"
2597,CN2922300000000,223,"Wayne County, MO"
2598,MC2948460000000,48460,"West Plains, MO Micropolitan Statistical Area"
2599,CN2922700000000,227,"Worth County, MO"
2600,CN2922900000000,229,"Wright County, MO"
2601,CN3000100000000,001,"Beaverhead County, MT"
2602,CN3000300000000,003,"Big Horn County, MT"
2603,MT3013740000000,13740,"Billings, MT Metropolitan Statistical Area"
2604,MT3013740000000,13740,"Billings, MT Metropolitan Statistical Area"
2605,MT3013740000000,13740,"Billings, MT Metropolitan Statistical Area"
2606,CN3000500000000,005,"Blaine County, MT"
2607,MC3014580000000,14580,"Bozeman, MT Micropolitan Statistical Area"
2608,CN3000700000000,007,"Broadwater County, MT"
2609,MC3015580000000,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area"
2610,CN3001100000000,011,"Carter County, MT"
2611,CN3001500000000,015,"Chouteau County, MT"
2612,CN3001700000000,017,"Custer County, MT"
2613,CN3001900000000,019,"Daniels County, MT"
2614,CN3002100000000,021,"Dawson County, MT"
2615,CN3002300000000,023,"Deer Lodge County, MT"
2616,CN3002500000000,025,"Fallon County, MT"
2617,CN3002700000000,027,"Fergus County, MT"
2618,CN3003300000000,033,"Garfield County, MT"
2619,CN3003500000000,035,"Glacier County, MT"
2620,CN3003900000000,039,"Granite County, MT"
2621,MT3024500000000,24500,"Great Falls, MT Metropolitan Statistical Area"
2622,MC3025740000000,25740,"Helena, MT Micropolitan Statistical Area"
2623,MC3025740000000,25740,"Helena, MT Micropolitan Statistical Area"
2624,CN3004100000000,041,"Hill County, MT"
2625,CN3004500000000,045,"Judith Basin County, MT"
2626,MC3028060000000,28060,"Kalispell, MT Micropolitan Statistical Area"
2627,CN3004700000000,047,"Lake County, MT"
2628,CN3005100000000,051,"Liberty County, MT"
2629,CN3005300000000,053,"Lincoln County, MT"
2630,CN3005700000000,057,"Madison County, MT"
2631,CN3005500000000,055,"McCone County, MT"
2632,CN3005900000000,059,"Meagher County, MT"
2633,CN3006100000000,061,"Mineral County, MT"
2634,MT3033540000000,33540,"Missoula, MT Metropolitan Statistical Area"
2635,SA3081940000000,81940,"Musselshell-Petroleum, MT LMA"
2636,SA3081940000000,81940,"Musselshell-Petroleum, MT LMA"
2637,CN3006700000000,067,"Park County, MT"
2638,CN3007100000000,071,"Phillips County, MT"
2639,CN3007300000000,073,"Pondera County, MT"
2640,CN3007500000000,075,"Powder River County, MT"
2641,CN3007700000000,077,"Powell County, MT"
2642,CN3007900000000,079,"Prairie County, MT"
2643,CN3008100000000,081,"Ravalli County, MT"
2644,CN3008300000000,083,"Richland County, MT"
2645,CN3008500000000,085,"Roosevelt County, MT"
2646,CN3008700000000,087,"Rosebud County, MT"
2647,CN3008900000000,089,"Sanders County, MT"
2648,CN3009100000000,091,"Sheridan County, MT"
2649,CN3009500000000,095,"Stillwater County, MT"
2650,CN3009700000000,097,"Sweet Grass County, MT"
2651,CN3009900000000,099,"Teton County, MT"
2652,CN3010100000000,101,"Toole County, MT"
2653,CN3010300000000,103,"Treasure County, MT"
2654,CN3010500000000,105,"Valley County, MT"
2655,CN3010700000000,107,"Wheatland County, MT"
2656,CN3010900000000,109,"Wibaux County, MT"
2657,CN3100300000000,003,"Antelope County, NE"
2658,CN3100500000000,005,"Arthur County, NE"
2659,MC3113100000000,13100,"Beatrice, NE Micropolitan Statistical Area"
2660,CN3100900000000,009,"Blaine County, NE"
2661,CN3101100000000,011,"Boone County, NE"
2662,CN3101300000000,013,"Box Butte County, NE"
2663,CN3101500000000,015,"Boyd County, NE"
2664,CN3101700000000,017,"Brown County, NE"
2665,CN3102100000000,021,"Burt County, NE"
2666,CN3102300000000,023,"Butler County, NE"
2667,CN3102700000000,027,"Cedar County, NE"
2668,CN3102900000000,029,"Chase County, NE"
2669,CN3103100000000,031,"Cherry County, NE"
2670,CN3103300000000,033,"Cheyenne County, NE"
2671,CN3103500000000,035,"Clay County, NE"
2672,CN3103700000000,037,"Colfax County, NE"
2673,MC3118100000000,18100,"Columbus, NE Micropolitan Statistical Area"
2674,CN3103900000000,039,"Cuming County, NE"
2675,CN3104100000000,041,"Custer County, NE"
2676,CN3104500000000,045,"Dawes County, NE"
2677,CN3104900000000,049,"Deuel County, NE"
2678,CN3105700000000,057,"Dundy County, NE"
2679,CN3105900000000,059,"Fillmore County, NE"
2680,CN3106100000000,061,"Franklin County, NE"
2681,MC3123340000000,23340,"Fremont, NE Micropolitan Statistical Area"
2682,CN3106300000000,063,"Frontier County, NE"
2683,CN3106500000000,065,"Furnas County, NE"
2684,CN3106900000000,069,"Garden County, NE"
2685,CN3107100000000,071,"Garfield County, NE"
2686,MT3124260000000,24260,"Grand Island, NE Metropolitan Statistical Area"
2687,MT3124260000000,24260,"Grand Island, NE Metropolitan Statistical Area"
2688,MT3124260000000,24260,"Grand Island, NE Metropolitan Statistical Area"
2689,MT3124260000000,24260,"Grand Island, NE Metropolitan Statistical Area"
2690,CN3107500000000,075,"Grant County, NE"
2691,CN3107700000000,077,"Greeley County, NE"
2692,CN3108300000000,083,"Harlan County, NE"
2693,MC3125580000000,25580,"Hastings, NE Micropolitan Statistical Area"
2694,CN3108500000000,085,"Hayes County, NE"
2695,CN3108900000000,089,"Holt County, NE"
2696,CN3109100000000,091,"Hooker County, NE"
2697,CN3109500000000,095,"Jefferson County, NE"
2698,CN3109700000000,097,"Johnson County, NE"
2699,MC3128260000000,28260,"Kearney, NE Micropolitan Statistical Area"
2700,MC3128260000000,28260,"Kearney, NE Micropolitan Statistical Area"
2701,CN3110100000000,101,"Keith County, NE"
2702,CN3110300000000,103,"Keya Paha County, NE"
2703,CN3110500000000,105,"Kimball County, NE"
2704,CN3110700000000,107,"Knox County, NE"
2705,MC3130420000000,30420,"Lexington, NE Micropolitan Statistical Area"
2706,MC3130420000000,30420,"Lexington, NE Micropolitan Statistical Area"
2707,MT3130700000000,30700,"Lincoln, NE Metropolitan Statistical Area"
2708,MT3130700000000,30700,"Lincoln, NE Metropolitan Statistical Area"
2709,CN3111500000000,115,"Loup County, NE"
2710,CN3112300000000,123,"Morrill County, NE"
2711,CN3112500000000,125,"Nance County, NE"
2712,CN3112700000000,127,"Nemaha County, NE"
2713,MC3135740000000,35740,"Norfolk, NE Micropolitan Statistical Area"
2714,MC3135740000000,35740,"Norfolk, NE Micropolitan Statistical Area"
2715,MC3135740000000,35740,"Norfolk, NE Micropolitan Statistical Area"
2716,MC3135820000000,35820,"North Platte, NE Micropolitan Statistical Area"
2717,MC3135820000000,35820,"North Platte, NE Micropolitan Statistical Area"
2718,MC3135820000000,35820,"North Platte, NE Micropolitan Statistical Area"
2719,CN3112900000000,129,"Nuckolls County, NE"
2720,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
2721,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
2722,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
2723,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
2724,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
2725,CN3113100000000,131,"Otoe County, NE"
2726,CN3113300000000,133,"Pawnee County, NE"
2727,CN3113500000000,135,"Perkins County, NE"
2728,CN3113700000000,137,"Phelps County, NE"
2729,CN3114300000000,143,"Polk County, NE"
2730,SA3182500000000,82500,"Red Willow-Hitchcock, NE LMA"
2731,SA3182500000000,82500,"Red Willow-Hitchcock, NE LMA"
2732,CN3114700000000,147,"Richardson County, NE"
2733,CN3114900000000,149,"Rock County, NE"
2734,CN3115100000000,151,"Saline County, NE"
2735,MC3142420000000,42420,"Scottsbluff, NE Micropolitan Statistical Area"
2736,MC3142420000000,42420,"Scottsbluff, NE Micropolitan Statistical Area"
2737,MC3142420000000,42420,"Scottsbluff, NE Micropolitan Statistical Area"
2738,CN3116100000000,161,"Sheridan County, NE"
2739,CN3116300000000,163,"Sherman County, NE"
2740,MT1943580000000,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
2741,MT1943580000000,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
2742,CN3116900000000,169,"Thayer County, NE"
2743,CN3117100000000,171,"Thomas County, NE"
2744,CN3117300000000,173,"Thurston County, NE"
2745,CN3117500000000,175,"Valley County, NE"
2746,CN3117900000000,179,"Wayne County, NE"
2747,CN3118100000000,181,"Webster County, NE"
2748,CN3118300000000,183,"Wheeler County, NE"
2749,CN3118500000000,185,"York County, NE"
2750,MT3216180000000,16180,"Carson City, NV Metropolitan Statistical Area"
2751,MC3221220000000,21220,"Elko, NV Micropolitan Statistical Area"
2752,MC3221220000000,21220,"Elko, NV Micropolitan Statistical Area"
2753,CN3200900000000,009,"Esmeralda County, NV"
2754,MC3221980000000,21980,"Fallon, NV Micropolitan Statistical Area"
2755,MC3222280000000,22280,"Fernley, NV Micropolitan Statistical Area"
2756,MC3223820000000,23820,"Gardnerville Ranchos, NV Micropolitan Statistical Area"
2757,CN3201500000000,015,"Lander County, NV"
2758,MT3229820000000,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area"
2759,CN3201700000000,017,"Lincoln County, NV"
2760,CN3202100000000,021,"Mineral County, NV"
2761,MC3237220000000,37220,"Pahrump, NV Micropolitan Statistical Area"
2762,CN3202700000000,027,"Pershing County, NV"
2763,MT3239900000000,39900,"Reno, NV Metropolitan Statistical Area"
2764,MT3239900000000,39900,"Reno, NV Metropolitan Statistical Area"
2765,CN3203300000000,033,"White Pine County, NV"
2766,MC3249080000000,49080,"Winnemucca, NV Micropolitan Statistical Area"
2767,SA3380340000000,80340,"Belmont, NH LMA"
2768,SA3380340000000,80340,"Belmont, NH LMA"
2769,SA3380340000000,80340,"Belmont, NH LMA"
2770,SA3380340000000,80340,"Belmont, NH LMA"
2771,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2772,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2773,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2774,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2775,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2776,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2777,MC3371500000000,71500,"Berlin, NH Micropolitan NECTA"
2778,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
2779,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
2780,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
2781,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
2782,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
2783,MT2571650000000,71650,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
