Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2016,50110,5110,Bloomington Public Transportation Corporation(BT),Active,Full Reporter,Bloomington,IN,2010,"Bloomington, IN",286,45,"108,657","$879,834","$923,728","$963,273","$1,043,572","$1,153,161","$1,290,373","$1,577,574","$1,590,646","$1,607,938","$1,649,977","$1,575,398","$1,598,471","$1,610,892","$1,644,675","$1,673,736"
1999,50112,5112,Milwaukee County Paratransit System,Inactive,Full Reporter,Milwaukee,WI,1990,"Milwaukee, WI",27,512,"1,226,293",,,,,,,,,,,,,,,
2016,50113,5113,Pace - Suburban Bus Division(PACE),Active,Full Reporter,Arlington Heights,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208","$42,602,941","$41,982,530","$42,795,686","$46,188,517","$46,608,518","$35,888,242","$28,400,224","$32,833,074","$32,261,328","$34,650,884","$35,669,611","$36,290,295","$39,554,373","$39,422,282","$38,030,131"
1993,50115,5115,Goshen Transit System,Inactive,Full Reporter,South Bend,IN,1990,"Elkhart--Goshen, IN",228,52,"98,787",,,,,,,,,,,,,,,
2016,50117,5117,Laketran,Active,Full Reporter,Grand River,OH,2010,"Cleveland, OH",25,772,"1,780,673","$725,450","$761,665","$862,214","$918,448","$1,081,285","$1,190,339","$1,544,465","$1,431,536","$1,442,985","$1,526,865","$1,326,502","$1,352,620","$1,374,492","$1,344,296","$1,426,598"
2016,50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail(Metra),Active,Full Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208","$190,337,817","$191,131,133","$191,762,241","$198,493,912","$213,738,444","$223,146,883","$237,769,628","$236,067,676","$235,643,554","$241,577,676","$298,394,322","$309,448,078","$311,685,272","$337,413,270","$341,966,405"
2016,50119,5119,City of Detroit Department of Transportation(DDOT),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090","$23,427,626","$24,373,533","$24,128,021","$21,818,953","$23,848,984","$25,089,243","$27,962,636","$27,859,139","$25,240,610","$26,816,105","$23,852,985","$21,965,534","$19,236,003","$19,705,784","$21,158,276"
1994,50121,5121,Chicago & Northwestern Transportation Company,Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1994,50122,5122,Burlington Northern Railroad Company,Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1993,50124,5124,Heart City Rider Program,Inactive,Full Reporter,South Bend,IN,1990,"Elkhart--Goshen, IN",228,52,"98,787",,,,,,,,,,,,,,,
1995,50126,5126,Lake County Association for the Retarded,Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1995,50127,5127,Southlake Center for Mental Health,Inactive,Full Reporter,Merrillville,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1994,50128,5128,"Gary Neighborhood Services, Inc.",Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1994,50129,5129,Hammond Yellow Coach Lines,Inactive,Full Reporter,Hammond,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2016,50131,5131,"Opportunity Enterprises, Inc.(OE)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208","$415,012","$311,695","$413,178","$438,905","$443,893","$371,171","$79,656","$67,510","$48,405","$30,147","$34,015","$29,166","$14,978","$10,644","$20,863"
2016,50132,5132,Twin Cities Area Transportation Authority(TCATA),Active,Reduced Reporter,Benton Harbor,MI,2010,"Benton Harbor-St. Joseph-Fair Plain, MI",443,47,"61,022","$121,561","$198,670","$187,870","$221,568","$291,134","$280,411","$300,483","$260,401","$348,979","$303,902","$290,417","$324,186","$298,361","$305,157","$268,642"
2016,50133,5133,Chippewa Falls General Public Shared-Ride Taxi System(CFTN),Active,Reduced Reporter,Chippewa Falls,WI,2010,"Eau Claire, WI",297,69,"102,852","$101,505","$105,756","$106,099","$107,782","$109,067","$119,804","$114,640",,,"$139,137","$167,906","$175,079","$170,003","$183,809","$184,328"
1997,50134,5134,"Cook-Dupage Transportation Company, Inc.",Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1999,50135,5135,City of Kankakee TaxiVan Program City Hall,Inactive,Full Reporter,Kankakee,IL,1990,"Kankakee, IL",337,24,"59,695",,,,,,,,,,,,,,,
1997,50136,5136,Northwestern IndianaRegional Planning Commission,Inactive,Full Reporter,Portage,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2012,50138,5138,City of Newark Transit Operations(Earthworks),Inactive,Reduced Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068","$367,933","$364,880","$385,195","$343,831","$364,118","$416,384","$380,028","$173,022","$108,632","$90,412","$104,422",$0,,,
1995,50139,5139,Tri-City Community Mental Health Center,Inactive,Full Reporter,East Chicago,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2016,50141,5141,Detroit Transportation Corporation(Detroit People Mover),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090","$766,995","$425,575","$367,012","$443,669","$991,814","$1,068,241","$1,084,693","$844,761","$900,881","$911,739","$1,160,574","$1,556,301","$1,688,923","$1,453,456","$1,423,890"
2016,50142,5142,Steel Valley Regional Transit Authority(Steel Valley RTA),Active,Reduced Reporter,Steubenville,OH,2010,"Weirton-Steubenville, WV-OH-PA",389,51,"70,889",,,,,,,,,,$0,"$50,641","$42,917","$34,175","$39,100","$42,888"
2016,50143,5143,Brunswick Transit Alternative(BTA),Active,Full Reporter,Brunswick,OH,2010,"Cleveland, OH",25,772,"1,780,673","$7,361","$7,214","$7,424","$8,415","$9,331","$10,270","$10,001","$9,417","$9,615","$10,342","$9,819","$10,032","$9,135","$8,880","$8,609"
2016,50145,5145,City of Kokomo(COK),Active,Full Reporter,Kokomo,IN,2010,"Kokomo, IN",437,36,"62,182","$132,598","$129,400","$210,711","$274,093","$305,729","$352,678","$312,562","$296,730","$403,201","$350,846","$189,476","$320,651","$290,741","$3,960","$4,159"
2016,50146,5146,Madison County Transit District(MCT),Active,Full Reporter,Granite City,IL,2010,"St. Louis, MO-IL",20,924,"2,150,706","$1,361,454","$1,328,936","$1,749,295","$1,889,430","$1,999,394","$642,153","$1,862,393","$1,768,518","$1,758,604","$1,753,421","$2,847,138","$2,775,750","$2,851,219","$2,737,751","$2,917,997"
2007,50147,5147,City of Holland Macatawa Area Express(MAX),Inactive,Full Reporter,Holland,MI,2000,"Holland, MI",278,48,"91,921","$159,809","$153,574","$151,795","$161,130","$190,399","$199,030",,,,,,,,,
2016,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106","$1,495,913","$1,582,678","$1,847,053","$1,949,691","$2,146,169","$2,349,926","$2,729,113","$2,663,857","$2,857,252","$3,003,313","$3,363,238","$3,175,750","$3,446,733","$3,698,838","$3,739,014"
2016,50149,5149,Michiana Area Council of Governments(MACOG),Active,Full Reporter,South Bend,IN,2010,"Elkhart, IN-MI",227,92,"143,592","$516,335","$504,592","$521,265","$573,870","$532,966","$572,925","$585,193","$497,245","$395,167","$485,384","$505,583","$407,013","$327,511","$296,023","$305,768"
1995,50150,5150,"Vancom Transportation, Inc.",Inactive,Full Reporter,Oakbrook Terrace,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
1995,50151,5151,"In-Pact, Inc.",Inactive,Full Reporter,Crown Point,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2016,50152,5152,Onalaska Shared Ride Taxi City of Onalaska,Active,Reduced Reporter,Onalaska,WI,2010,"La Crosse, WI-MN",298,51,"100,868",,,,,,,,,,"$188,855","$234,566","$238,091","$228,644","$232,247","$209,349"
2001,50153,5153,"Laidlaw Transit, Inc.",Inactive,Full Reporter,Schaumburg,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,
2016,50154,5154,Metropolitan Council,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890","$7,625,554","$8,167,349","$8,973,549","$10,317,508","$10,029,693","$11,931,174","$12,871,048","$12,826,535","$11,768,654","$12,237,820","$11,997,356","$12,309,926","$12,298,986","$2,567,679","$2,682,315"
2016,50155,5155,Metro Mobility,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890","$2,564,991","$3,105,487","$3,471,289","$3,644,815","$3,814,396","$3,823,481","$3,954,935","$4,577,920","$5,156,973","$5,198,427","$5,712,988","$6,335,538","$6,771,609","$7,673,575","$5,687,036"
2016,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827","$1,528,009","$345,834","$366,590","$428,041","$439,182","$505,741","$63,868","$560,398","$706,549","$1,050,237","$1,067,707","$997,832","$395,667","$811,275","$855,901"
2016,50158,5158,University of Michigan Parking and Transportation Services(UMTS),Active,Full Reporter,Ann Arbor,MI,2010,"Ann Arbor, MI",125,160,"306,022","$946,206","$1,132,016","$1,180,008","$1,293,641","$1,327,051","$1,682,607","$1,580,285","$1,464,508","$1,642,653","$1,691,895","$1,903,084","$1,975,777","$2,126,196",$0,$0
2016,50159,5159,River Valley Metro Mass Transit District(RVMMTD),Active,Full Reporter,Bourbonnais,IL,2010,"Kankakee, IL",350,37,"81,926",,,,,"$199,784","$251,696","$282,256","$314,154","$320,556","$371,833","$398,504","$409,160","$391,169","$408,570","$386,388"
2016,50160,5160,Washington County Transit,Active,Full Reporter,West Bend,WI,2010,"Milwaukee, WI",35,546,"1,376,476","$210,586","$227,422","$291,306","$330,576","$374,176","$477,941","$639,333","$609,171","$637,406","$698,537","$770,490","$766,725","$751,265","$737,739","$694,553"
2016,50161,5161,Ozaukee County Transit Services(OCTS),Active,Full Reporter,Port Washington,WI,2010,"Milwaukee, WI",35,546,"1,376,476","$312,354","$336,921","$362,253","$359,736","$425,112","$400,615","$473,611","$399,465","$469,550","$487,961","$696,562","$713,121","$787,601","$692,763","$770,947"
2016,50162,5162,TransPorte(Our Citys Wheels),Active,Reduced Reporter,Laporte,IN,2010,"Michigan City-La Porte, IN-MI",418,39,"66,025",,,,,,,,,,"$96,068","$97,078","$101,948","$114,624","$107,762","$105,014"
2016,50163,5163,Licking County Transit Board(LCTB),Active,Full Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",,,,"$664,560","$612,493","$664,579","$841,817","$898,258","$1,025,960","$1,679,025","$1,630,119","$1,818,580","$1,709,862","$1,407,296","$1,065,662"
2016,50165,5165,Greene County Transit Board(Greene CATS),Active,Full Reporter,Xenia,OH,2010,"Dayton, OH",59,351,"724,091","$15,972","$21,055","$1,542,094","$1,534,618","$1,687,909","$1,723,669","$1,775,675","$1,845,201","$1,824,832","$1,854,345","$1,882,628","$1,926,851","$2,044,197","$2,179,499","$1,450,912"
2016,50166,5166,Clermont Transportation Connection(CTC),Active,Full Reporter,Batavia,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827","$347,720","$375,668","$395,167","$538,814","$202,131","$246,367","$336,183","$206,718","$366,144","$383,035","$422,493","$413,795","$378,561","$353,623","$317,971"
2016,50167,5167,"South Lake County Community Services, Inc.(SLCCS)",Active,Full Reporter,Crown Point,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,"$6,951","$7,018","$5,869","$13,411","$29,602","$60,201","$73,301","$72,288","$93,772","$89,005","$90,911"
2009,50168,5168,Clinton Area Transit System(Clinton Transit),Inactive,Full Reporter,St. Johns,MI,2000,"Lansing, MI",104,137,"300,032","$182,236","$160,681","$160,443","$160,337","$210,319","$188,737","$225,414","$153,796",,,,,,,
2016,50169,5169,Miami County Public Transit(MCPT),Active,Full Reporter,Troy,OH,2010,"Dayton, OH",59,351,"724,091","$42,190",,"$155,993","$151,962","$261,295","$361,050","$423,350","$306,342","$257,972","$281,933","$246,100","$253,869","$231,188","$247,095","$256,293"
2016,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",,,"$188,187","$184,125","$185,531","$200,958","$217,766","$228,721","$288,506","$285,653","$326,026","$514,098","$474,323","$476,326","$466,263"
2016,50174,5174,City of Danville/Danville Mass Transit(DMT),Active,Reduced Reporter,Danville,IL,2010,"Danville, IL-IN",492,30,"50,996",,,,"$139,332","$155,975","$211,983","$234,685","$280,092","$274,019","$308,159","$378,925","$352,608","$346,791","$354,251","$355,855"
2011,50175,5175,Niles Trumbull Transit(NiTTS),Inactive,Reduced Reporter,Niles,OH,2010,"Youngstown, OH-PA",97,241,"387,550",,,,,,,"$73,507","$85,241","$89,363","$83,000",,,,,
2016,50176,5176,City of DeKalb(City of DeKalb),Active,Separate Service,DeKalb,IL,2010,"DeKalb, IL",404,26,"68,545",,,,,"$54,122","$65,850","$82,289","$72,589","$79,097","$74,347","$59,254","$52,183",$0,"$61,700","$64,916"
2016,50177,5177,ColumBUS Transit(ColumBUS),Active,Reduced Reporter,Columbus,IN,2010,"Columbus, IN",467,27,"54,933",,,,,,,,,,$0,"$40,384","$33,783","$40,043","$44,635","$50,821"
2016,50179,5179,"Porter County Aging and Community Services, Inc.(PCACS)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,,"$17,692","$33,565","$32,055","$22,436","$14,700","$13,468","$12,355","$11,550","$11,566","$10,689"
2016,50180,5180,Livingston Essential Transportation Service(LETS),Active,Reduced Reporter,Howell,MI,2010,"South Lyon-Howell, MI",262,103,"119,509",,,,,,"$230,532","$219,709","$238,641","$272,633","$312,319","$328,837","$324,654","$305,783","$331,266","$332,426"
2011,50181,5181,City of Grand Haven Harbor Transit(Harbor Transit),Inactive,Reduced Reporter,Grand Haven,MI,2010,"Muskegon, MI",207,112,"161,280",,,,,,"$129,180","$117,319","$107,011","$120,187","$116,475",,,,,
2016,50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",Active,Full Reporter,Arlington Heights,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,,"$6,738,386","$6,996,428","$7,177,555","$8,497,617","$8,497,511","$8,981,920","$9,730,388","$10,291,877","$10,627,267","$10,784,537"
2016,50183,5183,City of Valparaiso,Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,,,,"$963,389","$259,761","$367,713","$521,269","$575,513","$628,325","$634,217","$679,123"
2016,50184,5184,Macatawa Area Express Transportation Authority(MAX),Active,Full Reporter,Holland,MI,2010,"Holland, MI",299,59,"99,941",,,,,,,"$196,300","$198,963","$189,523","$223,008","$300,143","$318,581","$333,816","$312,673","$264,091"
2016,50185,5185,Northwestern Indiana Regional Planning Commission(NIRPC),Active,Planning Reporter,Portage,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,,,,,,,,,,,$0
2016,50186,5186,Lawrence County Port Authority(LCPA),Active,Reduced Reporter,Ironton,OH,2010,"Huntington, WV-KY-OH",178,130,"202,637",,,,,,,,"$166,174","$93,762","$20,202","$22,688","$27,415","$26,853","$5,308","$5,005"
2011,50189,5189,Michigan Department of Transportation(MDOT),Inactive,Full Reporter,Lansing,MI,2010,"Detroit, MI",11,"1,337","3,734,090",,,,,,,,"$293,518","$453,050","$1,463,788",,,,,
2013,50190,5190,City of Chicago Department of Transportation(CDOT),Inactive,Building Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,,,,,$0,$0,$0,$0,,,
2016,50191,5191,Mid-Ohio Regional Planning Commission(MORPC),Active,Full Reporter,Columbus,OH,2010,"Columbus, OH",36,510,"1,368,035",,,,,,,,,,,,"$479,262","$515,491","$355,761","$356,603"
2011,50192,5192,NWI Regional Bus Authority(RBA),Inactive,Full Reporter,Portage,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",,,,,,,,,"$264,006","$431,162",,,,,
2016,50193,5193,"VRide, Inc. - Michigan",Active,Full Reporter,Farmington Hills,MI,2010,"Detroit, MI",11,"1,337","3,734,090",,,,,,,,,,,"$7,633,843","$3,078,759","$5,082,776","$4,445,386","$4,044,021"
2016,50194,5194,Boone County Council on Aging(BCCA),Active,Reduced Reporter,Belvidere,IL,2010,"Rockford, IL",127,153,"296,863",,,,,,,,,,,,"$24,655","$27,968","$29,904","$27,332"
2016,50195,5195,City of Shelby,Active,Reduced Reporter,Shelby,OH,2010,"Mansfield, OH",372,50,"75,250",,,,,,,,,,"$1,781",$882,$440,"$1,359",$829,$756
2016,50196,5196,Harbor Transit Multi-Modal Transportation System(Harbor Transit),Active,Reduced Reporter,Grand Haven,MI,2010,"Muskegon, MI",207,112,"161,280",,,,,,,,,,,"$131,045","$150,132","$174,353","$178,247","$188,685"
2016,50197,5197,Trumbull County Transit Board(TCTS),Active,Full Reporter,Warren,OH,2010,"Youngstown, OH-PA",97,241,"387,550",,,,,,,,,,,"$73,787","$79,935","$66,748","$61,683","$91,290"
2016,50198,5198,Medina County Public Transit(MCPT),Active,Full Reporter,Medina,OH,2010,"Cleveland, OH",25,772,"1,780,673",,,,,,,,,,,"$76,162","$89,632","$64,665","$76,319","$56,054"
2016,50199,5199,Delaware County Transit Board(DATA),Active,Full Reporter,Delaware,OH,2010,"Columbus, OH",36,510,"1,368,035",,,,,,,,,,,"$291,739","$109,288","$92,045","$86,378","$69,338"
2016,50200,5200,Warren County Transit Services(WCTS),Active,Reduced Reporter,Lebanon,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",,,,,,,,,,,"$98,168","$85,681","$62,283","$55,745","$54,058"
2016,50201,5201,Hancock Area Rural Transit(HART),Active,Reduced Reporter,Greenfield ,IN,2010,"Indianapolis, IN",33,706,"1,487,483",,,,,,,,,,,"$43,576","$41,318","$41,944","$45,537","$56,068"
2016,50202,5202,City of West Bend,Active,Reduced Reporter,West Bend,WI,2010,"West Bend, WI",405,38,"68,444",,,,,,,,,,,"$332,452","$395,418","$389,800","$372,168","$379,611"
2016,50204,5204,Jackson County Mass Transit District(JCMTD),Active,Reduced Reporter,Carbondale,IL,2010,"Carbondale, IL",408,49,"67,821",,,,,,,,,,,"$33,845","$37,075","$42,656","$35,946","$37,673"
2016,50205,5205,Greater Mankato Transit System(MTS),Active,Reduced Reporter,Mankato ,MN,2010,"Mankato, MN",456,26,"57,584",,,,,,,,,,,"$248,357","$120,112","$155,711","$580,069","$1,083,457"
2016,50207,5207,Midland Dial-A-Ride(Midland DART),Active,Reduced Reporter,Midland,MI,2010,"Midland, MI",450,45,"59,014",,,,,,,,,,,"$101,363","$96,260","$84,759","$99,354","$105,857"
2016,50208,5208,Midland County Board of Commissioners,Active,Reduced Reporter,Midland,MI,2010,"Midland, MI",450,45,"59,014",,,,,,,,,,,"$179,981","$202,122","$222,792","$211,653","$209,175"
2016,50209,5209,Central Indiana Regional Transportation Authority(CIRTA),Active,Reduced Reporter,Indianapolis,IN,2010,"Indianapolis, IN",33,706,"1,487,483",,,,,,,,,,,"$132,891","$309,079",$0,"$226,861","$459,662"
2016,50210,5210,City of Hartford,Active,Reduced Reporter,Hartford,WI,2010,"West Bend, WI",405,38,"68,444",,,,,,,,,,,"$59,563","$72,073","$66,399","$67,903","$64,391"
2016,50211,5211,Rides Mass Transit District(RMTD),Active,Full Reporter,Harrisburg,IL,2010,"Carbondale, IL",408,49,"67,821",,,,,,,,,,,"$136,491","$340,563","$350,331","$325,828","$289,478"
2016,50212,5212,Stateline Mass Transit District(SMTD),Active,Separate Service,Rockton ,IL,2010,"Beloit, WI-IL",432,34,"63,835",,,,,,,,,,,"$17,145","$16,844","$16,845","$17,946","$26,019"
2016,50213,5213,M-1 Rail,Active,Building Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",,,,,,,,,,,,,$0,$0,$0
2016,50214,5214,DeKalb County(VAC),Active,Separate Service,Sycamore,IL,2010,"DeKalb, IL",404,26,"68,545",,,,,,,,,,,,"$13,686","$26,094","$16,425","$13,047"
